idnInmate	Strcity	Strcode	Strdescription	datCreatedOn	datModifiedOn	blnActive
518	SEA	CWC	CLEARWATER CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
519	SEA	EOC	EASTERN OREGON CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		1
520	SEA	FCC	FAIRBANKS CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
2897	SEA	FLO	FLORENCE CORRECTIONAL CENTER                      	2005-03-05 14:50:58.890		1
521	SEA	HIG	HIGHLAND MOUNTAIN CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
2898	SEA	ICC	ICC                                               	2005-03-05 14:50:58.890		1
522	SEA	ICO	IDAHO STATE CORRECTIONAL INST. AT OROFINO	2003-08-10 11:23:16.927		1
523	SEA	IMS	IDAHO MAXIMUM SECURITY INSTITUTION	2003-08-10 11:23:16.927		1
524	SEA	IRC	INDIAN RIDGE CORRECTION CENTER	2003-08-10 11:23:16.927		1
525	SEA	ISC	IDAHO STATE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		1
526	SEA	ISP	IDAHO STATE PENITENTIARY	2003-08-10 11:23:16.927		1
527	SEA	KCC	KETICHIKAN CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
528	SEA	LAR	LARCH CORRECTIONAL CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
529	SEA	LEM	LEMON CREEK CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
530	SEA	MCC	MEADOW CREEK CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
531	SEA	MCF	MARION COUNTY CORRECTIONS FACILITY	2003-08-10 11:23:16.927		1
532	SEA	MNI	MCNEIL ISLAND CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
533	SEA	MSP	MONTANA STATE PRISON	2003-08-10 11:23:16.927		1
534	SEA	MWC	MONTANA WOMEN'S CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
535	SEA	NIC	NORTH IDAHO CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		1
536	SEA	NNC	NORTHERN NEVADA CORR. CTR.	2003-08-10 11:23:16.927		1
537	SEA	OCJ	OWYHEE COUNTY JAIL	2003-08-10 11:23:16.927		1
538	SEA	OLY	OLYMPIC CORRECTION FACILITY	2003-08-10 11:23:16.927		1
539	SEA	ORO	IDAHO CORRECTIONAL INSTITUTION-OROFINO	2003-08-10 11:23:16.927		1
540	SEA	OSC	OREGON STATE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		1
541	SEA	OSP	OREGONA STATE PENITENTIARY	2003-08-10 11:23:16.927		1
542	SEA	OWC	OREGON WOMEN'S CORRECTIONAL INST.	2003-08-10 11:23:16.927		1
543	SEA	PAL	PALMER CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
544	SEA	PLC	PINE LODGE CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
545	SEA	PLR	PINE LODGE PRE-RELEASE	2003-08-10 11:23:16.927		1
546	SEA	PUR	PURDY TREATMENT CENTER FOR WOMEN	2003-08-10 11:23:16.927		1
547	SEA	SIC	SOUTH IDAHO CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		1
548	SEA	SIX	SIXTH AVENUE CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
549	SEA	SOC	SPECIAL OFFENDER CENTER	2003-08-10 11:23:16.927		1
550	SEA	SPR	SPRING CREEK CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
551	SEA	SRC	SNAKE RIVER CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		1
552	SEA	STA	STAFFORD CREEK CORRECTIONS CENTER	2003-08-10 11:23:16.927		1
553	SEA	TNN	TENNESSEE DEPT. OF CORRECTIONS	2003-08-10 11:23:16.927		1
554	SEA	TWC	TWIN RIVERS CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
555	SEA	WCC	WILDWOOD CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
556	SEA	WCJ	WASHINGTON COUNTY JAIL	2003-08-10 11:23:16.927		1
557	SEA	WCW	WASHINGTON CORRECTIONS CENTER FOR WOMEN	2003-08-10 11:23:16.927		1
558	SEA	WSC	WASHINGTON STATE CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
559	SEA	WSP	WASHINGTON STATE PENITENTIARY	2003-08-10 11:23:16.927		1
560	SEA	WSR	WASHINGTON STATE REFORMATORY	2003-08-10 11:23:16.927		1
561	SEA	WST	WASHINGTON STATE CORRECTIONAL CTR.-TRAINING CENTER	2003-08-10 11:23:16.927		1
562	SFR	PLE	FCI	2003-08-10 11:23:16.927		1
563	SFR	SNQ	CALIFORNIA DEPARTMENT OF CORRECTIONS	2003-08-10 11:23:16.927		1
2899	SNA	EDC	EDEN DETENTION CENTER                             	2005-03-05 14:50:58.890		1
564	SND	GUA	DEPARTMENT OF CORRECTIONS	2003-08-10 11:23:16.927		1
565	SND	HAL	HALAWA MEDIUM SECURITY FACILITY	2003-08-10 11:23:16.927		1
566	SND	KAI	WOMEN'S COMMUNITY CORRECTION CENTER	2003-08-10 11:23:16.927		1
567	SND	KAU	KAUAI COMMUNITY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
568	SND	KUL	KULANI CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
569	SND	MAU	MAUI COMMUNITY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
570	SND	OAH	OAHU COMMUNITY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
571	SND	WAI	WAIAWA CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
572	SPD	TIP	TERMINAL ISLAND FEDRAL CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		1
3273	TAC	???	?????????????????                                 	2005-03-05 14:50:58.890		0
3274	TAC	AWH	AIRWAY HEIGHTS	2003-08-10 11:23:16.927		0
3275	TAC	BCJ	BONNEVILLE COUNTY JAIL	2003-08-10 11:23:16.927		0
3276	TAC	CAZ	CENTRAL ARIZONA DETENTION CENTER	2003-08-10 11:23:16.927		0
3277	TAC	CBC	CLALLUM BAY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3278	TAC	CCC	CEDAR CREEK CORRECTION CENTER	2003-08-10 11:23:16.927		0
3279	TAC	CIP	COOK INLET PRETRIAL FACILITY	2003-08-10 11:23:16.927		0
3280	TAC	CRC	COYOTE RIDGE CORRECTIONS CENTER	2003-08-10 11:23:16.927		0
3281	TAC	CWC	CLEARWATER CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3282	TAC	EOC	EASTERN OREGON CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3283	TAC	FCC	FAIRBANKS CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3284	TAC	FLO	FLORENCE CORRECTIONAL CENTER                      	2005-03-05 14:50:58.890		0
3285	TAC	HIG	HIGHLAND MOUNTAIN CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3286	TAC	ICC	ICC                                               	2005-03-05 14:50:58.890		0
3287	TAC	ICO	IDAHO STATE CORRECTIONAL INST. AT OROFINO	2003-08-10 11:23:16.927		0
3288	TAC	IMS	IDAHO MAXIMUM SECURITY INSTITUTION	2003-08-10 11:23:16.927		0
3289	TAC	IRC	INDIAN RIDGE CORRECTION CENTER	2003-08-10 11:23:16.927		0
3290	TAC	ISC	IDAHO STATE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3291	TAC	ISP	IDAHO STATE PENITENTIARY	2003-08-10 11:23:16.927		0
3292	TAC	KCC	KETICHIKAN CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3293	TAC	LAR	LARCH CORRECTIONAL CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3294	TAC	LEM	LEMON CREEK CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3295	TAC	MCC	MEADOW CREEK CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3296	TAC	MCF	MARION COUNTY CORRECTIONS FACILITY	2003-08-10 11:23:16.927		0
3297	TAC	MNI	MCNEIL ISLAND CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3298	TAC	MSP	MONTANA STATE PRISON	2003-08-10 11:23:16.927		0
3299	TAC	MWC	MONTANA WOMEN'S CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3300	TAC	NIC	NORTH IDAHO CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		0
3301	TAC	NNC	NORTHERN NEVADA CORR. CTR.	2003-08-10 11:23:16.927		0
3302	TAC	OCJ	OWYHEE COUNTY JAIL	2003-08-10 11:23:16.927		0
3303	TAC	OLY	OLYMPIC CORRECTION FACILITY	2003-08-10 11:23:16.927		0
3304	TAC	ORO	IDAHO CORRECTIONAL INSTITUTION-OROFINO	2003-08-10 11:23:16.927		0
3305	TAC	OSC	OREGON STATE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3306	TAC	OSP	OREGONA STATE PENITENTIARY	2003-08-10 11:23:16.927		0
3307	TAC	OWC	OREGON WOMEN'S CORRECTIONAL INST.	2003-08-10 11:23:16.927		0
3308	TAC	PAL	PALMER CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3309	TAC	PLC	PINE LODGE CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3310	TAC	PLR	PINE LODGE PRE-RELEASE	2003-08-10 11:23:16.927		0
3311	TAC	PUR	PURDY TREATMENT CENTER FOR WOMEN	2003-08-10 11:23:16.927		0
3312	TAC	SIC	SOUTH IDAHO CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3313	TAC	SIX	SIXTH AVENUE CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3314	TAC	SOC	SPECIAL OFFENDER CENTER	2003-08-10 11:23:16.927		0
3315	TAC	SPR	SPRING CREEK CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3316	TAC	SRC	SNAKE RIVER CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3317	TAC	STA	STAFFORD CREEK CORRECTIONS CENTER	2003-08-10 11:23:16.927		0
3318	TAC	TNN	TENNESSEE DEPT. OF CORRECTIONS	2003-08-10 11:23:16.927		0
3319	TAC	TWC	TWIN RIVERS CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3320	TAC	WCC	WILDWOOD CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3321	TAC	WCJ	WASHINGTON COUNTY JAIL	2003-08-10 11:23:16.927		0
3322	TAC	WCW	WASHINGTON CORRECTIONS CENTER FOR WOMEN	2003-08-10 11:23:16.927		0
3323	TAC	WSC	WASHINGTON STATE CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3324	TAC	WSP	WASHINGTON STATE PENITENTIARY	2003-08-10 11:23:16.927		0
3325	TAC	WSR	WASHINGTON STATE REFORMATORY	2003-08-10 11:23:16.927		0
3326	TAC	WST	WASHINGTON STATE CORRECTIONAL CTR.-TRAINING CENTER	2003-08-10 11:23:16.927		0
2900	TUC	ACW	ARIZONA STATE PRISON - ARIZONA CENTER FOR WOMEN   	2005-03-05 14:50:58.890		1
2901	TUC	ALH	ARIZONA STATE PRISON - ALHAMBRA UNIT              	2005-03-05 14:50:58.890		1
2902	TUC	APU	ARIZONA STATE PRISON - APACHE UNIT                	2005-03-05 14:50:58.890		1
2903	TUC	ASP	ARIZONA STATE PRISON - ASPEN UNIT                 	2005-03-05 14:50:58.890		1
2904	TUC	CB6	ARIZONA STATE PRISON - CB6                        	2005-03-05 14:50:58.890		1
2905	TUC	CCC	CARLIN CONSERVATION CAMP; ATTN:  AWP/FAC. MGR.    	2005-03-05 14:50:58.890		1
2906	TUC	CDN	ARIZONA STATE PRISON - COMPLEX DETENTION          	2005-03-05 14:50:58.890		1
2907	TUC	CDU	ARIZONA STATE PRISON - COMPLEX DETENTION          	2005-03-05 14:50:58.890		1
2908	TUC	CIM	ARIZONA STATE PRISON - CIMARRON UNIT              	2005-03-05 14:50:58.890		1
2909	TUC	COC	ARIZONA STATE PRISON - COCHISE UNIT               	2005-03-05 14:50:58.890		1
2910	TUC	COK	ARIZONA STATE PRISON - COOK UNIT                  	2005-03-05 14:50:58.890		1
2911	TUC	COR	ARIZONA STATE PRISON - CORONADO UNIT              	2005-03-05 14:50:58.890		1
2912	TUC	CU 	ARIZONA STATE PRISON - CENTRAL UNIT               	2005-03-05 14:50:58.890		1
2913	TUC	DOC	ARIZONA DEPARTMENT OF CORRECTIONS                 	2005-03-05 14:50:58.890		1
2914	TUC	ECC	ELY CONSERVATION CAMP; ATTN:  AWP/FAC. MGR.       	2005-03-05 14:50:58.890		1
2915	TUC	ECH	ARIZONA STATE PRISON - ECHO UNIT                  	2005-03-05 14:50:58.890		1
2916	TUC	ESP	ELY STATE PRISON; ATTN:  AWP/FAC. MGR.            	2005-03-05 14:50:58.890		1
2917	TUC	EU 	ARIZONA STATE PRISON - EAST UNIT                  	2005-03-05 14:50:58.890		1
2918	TUC	FTG	ARIZONA STATE PRISON - FT. GRANT                  	2005-03-05 14:50:58.890		1
2919	TUC	GIL	ARIZONA STATE PRISON - GILA UNIT                  	2005-03-05 14:50:58.890		1
2920	TUC	GLO	ARIZONA STATE PRISON - GLOBE                      	2005-03-05 14:50:58.890		1
2921	TUC	HCC	HUMBOLDT CONSERVATION CAMP; ATTN:  AWP/FAC. MGR.  	2005-03-05 14:50:58.890		1
2922	TUC	ISC	INDIAN SPGS. CONSERVATION CAMP; ATTN: AWP/FAC. MGR	2005-03-05 14:50:58.890		1
2923	TUC	JCC	JEAN CONSERVATION CAMP; ATTN:  AWP/FAC. MGR.      	2005-03-05 14:50:58.890		1
2924	TUC	KAI	ARIZONA STATE PRISON - KAIBAB UNIT                	2005-03-05 14:50:58.890		1
2925	TUC	LCC	LOVELOCK CORRECTIONAL CENTER; ATTN:  AWP/FAC. MGR.	2005-03-05 14:50:58.890		1
2926	TUC	MAN	ARIZONA STATE PRISON - MANZANITA UNIT             	2005-03-05 14:50:58.890		1
2927	TUC	MAR	MARANA COMMUNITY CORRECTIONAL TREATMENT CENTER    	2005-03-05 14:50:58.890		1
2928	TUC	MEA	ARIZONA STATE PRISON - MEADOWS UNIT               	2005-03-05 14:50:58.890		1
2929	TUC	MOH	ARIZONA STATE PRISON - MOHAVE UNIT                	2005-03-05 14:50:58.890		1
2930	TUC	NNC	NORTHERN NEV. CRTNL CENTER; ATTN:  AWP/FAC. MGR.  	2005-03-05 14:50:58.890		1
2931	TUC	NO1	ARIZONA STATE PRISON - NORTH UNIT 1               	2005-03-05 14:50:58.890		1
2932	TUC	NO2	ARIZONA STATE PRISON - NORTH UNIT 2               	2005-03-05 14:50:58.890		1
2933	TUC	NSP	NEVADA STATE PRISON; ATTN:  AWP/FAC. MGR.         	2005-03-05 14:50:58.890		1
2934	TUC	NWC	NEV. WOMEN'S CRCTNL. CENTER; ATTN:  AWP/FAC. MGR. 	2005-03-05 14:50:58.890		1
2935	TUC	PAP	ARIZONA STATE PRISON - PAPAGO UNIT                	2005-03-05 14:50:58.890		1
2936	TUC	PCC	PIOCHE CONSERVATION CAMP;  ATTN:  AWP/FAC. MGR.   	2005-03-05 14:50:58.890		1
2937	TUC	PHW	ARIZONA STATE PRISON - C/O LAURA LEIST            	2005-03-05 14:50:58.890		1
2938	TUC	PIC	ARIZONA STATE PRISON - PICACHO WORK CENTER        	2005-03-05 14:50:58.890		1
2939	TUC	RIN	ARIZONA STATE PRISON - RINCON UNIT                	2005-03-05 14:50:58.890		1
2940	TUC	RYN	ARIZONA STATE PRISON - RYNNING UNIT               	2005-03-05 14:50:58.890		1
2941	TUC	SAF	ARIZONA STATE PRISON - SAFFORD                    	2005-03-05 14:50:58.890		1
2942	TUC	SC 	ARIZONA STATE PRISON - SANTA CRUZ UNIT            	2005-03-05 14:50:58.890		1
2943	TUC	SCC	STEWART CONSERVATION CAMP; ATTN:  AWP/FAC. MGR.   	2005-03-05 14:50:58.890		1
2944	TUC	SDC	SOUTHERN DESERT CRTNL CNTR.; ATTN:  AWP/FAC. MGR. 	2005-03-05 14:50:58.890		1
2945	TUC	SJ 	ARIZONA STATE PRISON - SAN JUAN UNIT              	2005-03-05 14:50:58.890		1
2946	TUC	SMF	ARIZONA STATE PRISON - SANTA MARIA UNIT           	2005-03-05 14:50:58.890		1
2947	TUC	SMU	ARIZONA STATE PRISON - SPECIAL MANAGEMENT UNIT 1  	2005-03-05 14:50:58.890		1
2948	TUC	SNC	SOUTHERN NEV. CRCTNL CENTER; ATTN:  AWP/FAC. MGR. 	2005-03-05 14:50:58.890		1
2949	TUC	SNR	ARIZONA STATE PRISON - SANTA RITA UNIT            	2005-03-05 14:50:58.890		1
2950	TUC	SP 	ARIZONA STATE PRISON - SAN PEDRO UNIT             	2005-03-05 14:50:58.890		1
2951	TUC	SPU	ARIZONA STATE PRISON - SPECIAL PROGRAM UNIT       	2005-03-05 14:50:58.890		1
2952	TUC	SRC	SOUTHERN NEV. REST. CENTER; ATTN:  AWP/FAC. MGR.  	2005-03-05 14:50:58.890		1
2953	TUC	SSC	SILVER SPGS CONSERVATION CAMP; ATTN:  AWP/FAC. MGR	2005-03-05 14:50:58.890		1
2954	TUC	SU 	ARIZONA STATE PRISON - SOUTH UNIT                 	2005-03-05 14:50:58.890		1
2955	TUC	SUM	ARIZONA STATE PRISON - SPECIAL MANAGEMENT UNIT 2  	2005-03-05 14:50:58.890		1
2956	TUC	TCC	TONOPAH CONSERVATION CAMP; ATTN:  AWP/FAC. MGR.   	2005-03-05 14:50:58.890		1
2957	TUC	TON	ARIZONA STATE PRISON - TONTO UNIT                 	2005-03-05 14:50:58.890		1
2958	TUC	WCC	WELLS CONSERVATION CAMP; ATTN:  AWP/FAC. MGR.     	2005-03-05 14:50:58.890		1
2959	TUC	WIN	ARIZONA STATE PRISON - WINCHESTER UNIT            	2005-03-05 14:50:58.890		1
2960	TUC	YUM	ARIZONA DEPARTMENT OF CORRECTIONS - YUMA COMPLEX  	2005-03-05 14:50:58.890		1
573	ULS	ADI	ADIRONDACK CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
574	ULS	AKL	ARTHUR KILL CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
575	ULS	ALB	ALBION CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
576	ULS	ALT	ALTONA CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
577	ULS	ATT	ATTICA CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
578	ULS	AUB	AUBURN CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
579	ULS	BAR	BARE HILL CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
580	ULS	BAY	BAYVIEW CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
581	ULS	BEA	BEACON CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
582	ULS	BED	BEDFORD HILLS CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
583	ULS	BUA	BUTLER ASACTC	2003-08-10 11:23:16.927		1
584	ULS	BUF	BUFFALO CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
585	ULS	BUS	BUTLER SHOCK INCARCERATION FACILITY	2003-08-10 11:23:16.927		1
586	ULS	BUT	BUTLER CORRECTIONAL FACILTIY	2003-08-10 11:23:16.927		1
587	ULS	CAG	CAMP GABRIELS	2003-08-10 11:23:16.927		1
588	ULS	CAY	CAYUGA CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
589	ULS	CGT	CAMP GEORGETOWN	2003-08-10 11:23:16.927		0
590	ULS	CHA	CHATEAUGAY ASACTC	2003-08-10 11:23:16.927		0
591	ULS	CLI	CLINTON CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
592	ULS	COL	COLLINS CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
593	ULS	COX	COXSACKIE CORRECTIOANL FACILITY	2003-08-10 11:23:16.927		0
594	ULS	CPH	CAMP PHARSALIA	2003-08-10 11:23:16.927		0
595	ULS	CVI	CAPE VINCENT CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
596	ULS	DOW	DOWNSTATE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
597	ULS	EAS	EASTERN CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
598	ULS	EDG	EDGECOMBE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
599	ULS	ELM	ELMIRA CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
600	ULS	FIS	FISHKILL CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
601	ULS	FIV	FIVE POINTS CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
602	ULS	FRA	FRANKLIN CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
603	ULS	FUL	FULTON CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
604	ULS	GHN	GREEN HAVEN CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
605	ULS	GMW	GREAT MEADOW CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
606	ULS	GOU	GOUVERNEUR CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
607	ULS	GOW	GOWANDA CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
608	ULS	GRE	GREENE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
609	ULS	GRO	GROVELAND CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
610	ULS	HAL	HALE CREEK ASACTC	2003-08-10 11:23:16.927		1
611	ULS	HUD	HUDSON  CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
612	ULS	LAK	LAKEVIEW SHOCK INCARCERATION FACILITY	2003-08-10 11:23:16.927		0
613	ULS	LIN	LINCOLN CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
614	ULS	LIV	LIVINGSTON CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
615	ULS	LYO	LYONS MOUNTAIN CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
616	ULS	MAR	MARCY CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
617	ULS	MMG	MOUNT MCGREGOR CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
618	ULS	MOE	MID-ORANGE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
619	ULS	MOH	MOHAWK CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
620	ULS	MON	MONTEREY SHOCK INCARCERATION FACILITY	2003-08-10 11:23:16.927		1
621	ULS	MOR	MORIAH SHOCK INCARCERATION FACILITY	2003-08-10 11:23:16.927		1
622	ULS	MST	MID-STATE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
623	ULS	OGB	OGDENSBURG CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
624	ULS	ONE	ONEIDA CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
625	ULS	ORL	ORLEANS CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
626	ULS	OTI	OTISVILLE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
627	ULS	PAR	PARKSIDE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
628	ULS	PHA	CAMP PHARSALIA	2003-08-10 11:23:16.927		1
629	ULS	QUE	QUEENSBORO CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
630	ULS	RIV	RIVERVIEW CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
631	ULS	ROC	ROCHESTER CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
632	ULS	SHA	SHAWANGUNK CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
633	ULS	SIN	SING SING CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
634	ULS	SOU	SOUTHPORT CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
635	ULS	SUL	SULLIVAN CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
636	ULS	SUM	SUMMIT SHOCK INCARCERATION FACILITY	2003-08-10 11:23:16.927		1
637	ULS	TAC	TACONIC CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
638	ULS	ULS	ULSTER CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
639	ULS	UPS	UPSTATE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
640	ULS	WAL	WALLKILL CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
641	ULS	WAS	WASHINGTON CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
642	ULS	WAT	WATERTOWN CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
643	ULS	WEN	WENDE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
644	ULS	WIL	WILLARD DRUG TREATMENT CAMPUS	2003-08-10 11:23:16.927		1
1068	ULS	WLS	WALSH MEDICAL CENTER	2003-08-10 11:23:16.927		1
1069	ULS	WOO	WOODBURNE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
1070	ULS	WYO	WYOMING CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
2961	WAS	.LC	ST. LOUIS CORRECTIONAL FACILITY                   	2005-03-05 14:50:58.890		1
1071	WAS	ACU	APPALACHIAN CORRECTIONL UNIT #29	2003-08-10 11:23:16.927		1
2962	WAS	ADR	ADRIAN TEMPORARY FACILITY                         	2005-03-05 14:50:58.890		1
1072	WAS	AIK	AIKEN CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
1073	WAS	ALA	C/O WARDEN KILBY CORRECTIONS FACILITY	2003-08-10 11:23:16.927		1
1074	WAS	ALB	ALBANY TRANSITIONAL CENTER	2003-08-10 11:23:16.927		0
1075	WAS	ALD	ALDERSON FEDERAL CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		0
1076	WAS	ALL	ALLENDALE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		1
2963	WAS	ALN	ALLEN CORRECTIONAL INSTITUTE                      	2005-03-05 14:50:58.890		1
1077	WAS	ALW	LFCI ALLENWOOD	2003-08-10 11:23:16.927		0
1078	WAS	AND	ANDERSON COUNTY DETENTION CENTER	2003-08-10 11:23:16.927		0
1079	WAS	ANS	ANSON CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
1080	WAS	ARR	ARRENDALE C.I.	2003-08-10 11:23:16.927		0
1081	WAS	AUG	AUGUSTA	2003-08-10 11:23:16.927		0
2964	WAS	BAR	BARAGA MAX. FACILITY                              	2005-03-05 14:50:58.890		1
1082	WAS	BAS	BASKERVILLE CORRECTIONAL UNIT #4	2003-08-10 11:23:16.927		0
1083	WAS	BAY	BAYAMON REGIONAL JAIL (1072)	2003-08-10 11:23:16.927		0
1084	WAS	BBW	BLACK BLUFF WARDEN	2003-08-10 11:23:16.927		0
2965	WAS	BCC	BELLAMY CREEK CORRECTIONAL FACILITY               	2005-03-05 14:50:58.890		1
2966	WAS	BCI	BELMONT CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890		1
1085	WAS	BCN	BLANCH YOUTH INSTITUTION	2003-08-10 11:23:16.927		0
1086	WAS	BDR	BROAD RIVER CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
2967	WAS	BEL	BELMONT CORRECTINAL INSTITUTE                     	2005-03-05 14:50:58.890		1
1087	WAS	BLA	BLAND CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
2968	WAS	BMC	BIG MUDDY CORRECTIONAL CENTER                     	2005-03-05 14:50:58.890		1
1088	WAS	BOS	BOSTICK CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
